matriz A
-38.0;41.0;31.0;-32.0;-11.0;-25.0;-36.0;1.0;48.0;-7.0;-33.0;-13.0;16.0;-43.0;38.0;38.0;14.0;-29.0;-47.0;3.0;
-15.0;-44.0;-14.0;-41.0;10.0;-24.0;4.0;38.0;0.0;-20.0;-32.0;17.0;-36.0;-28.0;-44.0;-44.0;-42.0;48.0;-32.0;-8.0;
17.0;12.0;28.0;20.0;35.0;1.0;-25.0;-18.0;-15.0;10.0;-48.0;33.0;1.0;-29.0;46.0;28.0;25.0;-28.0;24.0;-11.0;
-45.0;26.0;-41.0;27.0;17.0;18.0;-13.0;13.0;-37.0;-46.0;-8.0;-19.0;18.0;0.0;-24.0;-36.0;-37.0;3.0;33.0;6.0;
-23.0;24.0;-27.0;-4.0;-12.0;-38.0;-38.0;-28.0;-22.0;-38.0;-45.0;24.0;-10.0;-50.0;2.0;-1.0;-22.0;-45.0;16.0;49.0;
-35.0;-4.0;-22.0;-39.0;38.0;21.0;49.0;-28.0;32.0;-16.0;44.0;7.0;30.0;-46.0;16.0;13.0;-23.0;-47.0;40.0;14.0;
-45.0;-11.0;-9.0;-9.0;30.0;13.0;-17.0;-21.0;-34.0;-45.0;-45.0;26.0;3.0;-10.0;-29.0;-8.0;-42.0;-1.0;30.0;48.0;
-15.0;6.0;40.0;49.0;42.0;3.0;2.0;-44.0;8.0;-15.0;-6.0;-49.0;28.0;-7.0;43.0;-14.0;3.0;-50.0;-19.0;-16.0;
-9.0;19.0;29.0;-39.0;19.0;-35.0;47.0;37.0;10.0;-13.0;-49.0;-49.0;39.0;47.0;-15.0;-1.0;30.0;0.0;-7.0;-15.0;
31.0;-27.0;31.0;47.0;-8.0;39.0;-1.0;-40.0;-20.0;45.0;39.0;34.0;49.0;-26.0;12.0;21.0;-3.0;24.0;-17.0;-38.0;
21.0;-32.0;-4.0;27.0;18.0;-5.0;40.0;31.0;9.0;3.0;-26.0;11.0;31.0;-23.0;-41.0;-30.0;-28.0;-43.0;-33.0;-45.0;
-31.0;22.0;7.0;-15.0;-35.0;-23.0;25.0;32.0;-38.0;20.0;17.0;37.0;40.0;15.0;29.0;38.0;-15.0;49.0;-1.0;-49.0;
-24.0;2.0;42.0;0.0;39.0;5.0;-14.0;-8.0;44.0;-30.0;3.0;25.0;-8.0;22.0;-40.0;29.0;19.0;10.0;-23.0;32.0;
14.0;47.0;22.0;-33.0;42.0;-33.0;31.0;5.0;12.0;-15.0;-8.0;36.0;-6.0;45.0;-25.0;38.0;-11.0;42.0;-16.0;20.0;
43.0;-5.0;-20.0;-17.0;-30.0;-40.0;-26.0;29.0;14.0;23.0;-14.0;-14.0;24.0;11.0;7.0;-4.0;-44.0;20.0;-4.0;-36.0;
44.0;-9.0;41.0;-30.0;-23.0;38.0;39.0;30.0;-43.0;15.0;-43.0;-36.0;-3.0;-22.0;-20.0;24.0;38.0;-3.0;25.0;19.0;
47.0;20.0;-42.0;-26.0;41.0;-36.0;39.0;36.0;-27.0;-30.0;-31.0;38.0;1.0;35.0;40.0;33.0;-35.0;23.0;8.0;-32.0;
-4.0;33.0;9.0;38.0;24.0;-6.0;-24.0;-30.0;2.0;4.0;22.0;-3.0;1.0;35.0;-25.0;32.0;-16.0;-32.0;-11.0;34.0;
-30.0;38.0;-22.0;41.0;10.0;-38.0;12.0;48.0;23.0;32.0;44.0;27.0;-6.0;-21.0;44.0;-41.0;-39.0;11.0;-47.0;-45.0;
-26.0;33.0;3.0;-28.0;-47.0;2.0;-25.0;-21.0;-18.0;-35.0;27.0;44.0;-50.0;39.0;32.0;-1.0;-28.0;-4.0;-20.0;36.0;
matriz LU
-38.00;-1.08;-0.82;0.84;0.29;0.66;0.95;-0.03;-1.26;0.18;0.87;0.34;-0.42;1.13;-1.00;-1.00;-0.37;0.76;1.24;-0.08;
-15.00;-60.18;0.44;0.47;-0.24;0.23;-0.30;-0.62;0.31;0.29;0.32;-0.37;0.70;0.18;0.98;0.98;0.79;-0.99;0.22;0.15;
17.00;30.34;28.64;-0.30;1.30;-0.60;-1.11;0.05;-0.11;-0.06;-2.53;1.34;-0.46;-1.88;1.16;0.53;0.25;-0.38;-0.13;-0.50;
-45.00;-22.55;-67.88;55.10;2.05;0.22;-0.96;0.02;-1.71;-0.65;-2.42;1.43;-0.30;-1.31;0.58;-0.41;-0.34;-0.20;1.54;-0.51;
-23.00;-0.82;-45.41;2.09;49.32;-1.03;-1.32;-0.55;-1.06;-0.71;-2.72;1.81;-0.80;-2.16;0.63;0.04;-0.36;-0.92;0.72;0.52;
-35.00;-41.76;-32.35;0.43;79.44;115.64;1.20;-0.09;0.71;0.49;1.93;-0.84;0.81;0.97;0.08;0.29;0.29;-0.01;0.27;-0.34;
-45.00;-59.55;-19.75;51.02;-50.15;-17.76;-10.31;8.56;2.67;1.44;1.55;-4.72;-0.60;0.88;-1.06;-4.26;0.20;6.69;-5.68;-8.69;
-15.00;-10.18;32.20;76.12;-154.25;-139.83;86.24;-888.72;0.19;0.14;0.01;-0.41;-0.12;0.11;-0.18;-0.46;0.01;0.83;-0.59;-0.92;
-9.00;9.29;17.61;-30.50;63.48;51.03;71.24;-528.68;-113.66;0.37;0.92;-0.20;-0.14;-1.17;0.86;-0.02;-0.03;-0.35;-0.74;-0.80;
31.00;6.45;53.48;33.95;-154.77;-116.58;-0.61;-127.88;25.88;19.27;0.47;1.91;2.62;-4.80;0.86;0.50;-0.93;0.55;-1.04;-2.83;
21.00;-9.34;17.20;18.90;-51.49;-63.09;62.31;-542.68;-0.60;-4.79;-59.34;-1.15;-0.91;0.93;0.49;-0.63;0.38;1.14;0.05;-0.13;
-31.00;-11.45;-13.30;12.50;-37.08;-48.67;57.51;-492.55;-118.52;63.10;32.13;29.51;-4.59;5.10;1.71;1.71;0.93;-2.12;2.38;2.88;
-24.00;-23.89;32.84;41.35;-87.39;-52.26;25.17;-293.78;28.52;-32.44;29.76;134.16;709.76;-1.12;-0.43;-0.25;-0.21;0.42;-0.47;-0.57;
14.00;62.11;6.35;-72.15;192.55;160.00;36.52;-148.43;-91.85;-21.70;56.77;134.38;678.67;-13.45;1.79;1.89;6.81;-3.85;6.59;1.07;
43.00;41.39;-2.97;-73.62;122.35;61.51;-40.49;476.42;32.81;-7.63;-3.60;-50.29;-138.20;145.84;-241.01;0.94;4.30;-2.20;3.72;0.49;
44.00;38.47;60.12;-67.10;32.81;84.45;-46.38;476.00;-99.19;-24.30;-7.45;-12.82;-31.95;-274.07;571.38;-35.54;17.69;-3.78;9.96;1.58;
47.00;70.71;-34.48;-109.28;313.43;240.54;-2.38;297.62;-69.71;-39.53;27.44;91.20;550.86;23.70;75.40;-70.26;676.61;-0.00;0.27;-0.00;
-4.00;28.68;-6.77;25.81;-12.16;-32.22;28.29;-264.01;15.76;9.97;30.33;18.81;75.03;91.34;-270.67;106.46;-1373.08;148.33;-2.04;-0.45;
-30.00;5.63;-48.93;48.89;-16.56;-76.67;104.58;-859.05;-18.01;65.35;-2.13;6.55;-168.53;101.19;-292.70;40.47;-149.54;-27.13;-12.58;-5.02;
-26.00;4.95;-20.37;-14.57;18.13;27.36;-44.44;375.53;-32.21;-18.96;61.77;139.98;676.81;-125.85;332.81;-152.95;2064.19;-372.10;-284.72;-1491.36;
matriz Inv(A)
-0.0040;0.0016;0.0012;0.0035;0.0065;0.0021;-0.0086;-0.0019;0.0058;0.0097;-0.0029;-0.0089;0.0058;-0.0018;0.0060;0.0049;0.0045;-0.0000;0.0020;0.0040;
