matriz A
-50.0;36.0;12.0;18.0;38.0;-8.0;-35.0;1.0;-23.0;35.0;-27.0;-23.0;41.0;-44.0;2.0;15.0;4.0;32.0;15.0;9.0;
-8.0;-42.0;-30.0;45.0;-25.0;-49.0;11.0;30.0;-34.0;-11.0;-43.0;-47.0;-14.0;-40.0;48.0;-35.0;28.0;-7.0;-2.0;-22.0;
25.0;42.0;19.0;6.0;13.0;41.0;36.0;41.0;37.0;-23.0;-7.0;-18.0;-6.0;-25.0;42.0;31.0;-15.0;9.0;39.0;-22.0;
28.0;4.0;3.0;0.0;46.0;49.0;-9.0;27.0;1.0;-28.0;-38.0;42.0;-5.0;38.0;-8.0;47.0;-21.0;-8.0;3.0;12.0;
-46.0;1.0;49.0;42.0;9.0;-45.0;12.0;-32.0;-28.0;44.0;-25.0;-49.0;-12.0;-36.0;22.0;-31.0;41.0;-7.0;-1.0;39.0;
31.0;39.0;1.0;26.0;-18.0;-15.0;-40.0;45.0;-41.0;0.0;-49.0;-19.0;29.0;-34.0;-45.0;-3.0;28.0;2.0;-43.0;-20.0;
-15.0;-26.0;18.0;48.0;42.0;45.0;-19.0;24.0;43.0;-6.0;21.0;17.0;-30.0;28.0;-41.0;17.0;46.0;-40.0;17.0;-12.0;
-10.0;-44.0;-36.0;20.0;36.0;18.0;-29.0;-34.0;-4.0;20.0;25.0;-12.0;27.0;4.0;-14.0;10.0;-5.0;19.0;13.0;48.0;
-11.0;-30.0;-8.0;-17.0;-20.0;-23.0;19.0;28.0;44.0;-41.0;-26.0;-1.0;47.0;-14.0;-39.0;-40.0;7.0;47.0;-27.0;37.0;
28.0;-23.0;0.0;-36.0;-30.0;-49.0;-19.0;16.0;30.0;-6.0;26.0;18.0;10.0;-9.0;34.0;31.0;35.0;21.0;-2.0;-38.0;
-41.0;-9.0;-42.0;15.0;-46.0;45.0;-32.0;-47.0;-32.0;-1.0;-8.0;12.0;-12.0;-23.0;34.0;39.0;11.0;49.0;-40.0;-13.0;
12.0;10.0;-41.0;34.0;-38.0;39.0;-47.0;-7.0;-46.0;27.0;21.0;12.0;-33.0;-22.0;-46.0;43.0;-20.0;20.0;43.0;48.0;
-23.0;-3.0;46.0;-40.0;-48.0;-47.0;19.0;38.0;-27.0;16.0;35.0;-13.0;11.0;4.0;26.0;-13.0;34.0;49.0;-22.0;-50.0;
-30.0;-35.0;42.0;30.0;41.0;-2.0;-34.0;32.0;36.0;33.0;-17.0;-19.0;49.0;-20.0;-27.0;-37.0;5.0;3.0;-22.0;37.0;
12.0;46.0;34.0;15.0;-18.0;-22.0;41.0;-11.0;5.0;-35.0;-43.0;-18.0;-46.0;30.0;-43.0;-45.0;16.0;37.0;49.0;37.0;
46.0;-29.0;19.0;-24.0;-35.0;6.0;30.0;41.0;46.0;-40.0;-24.0;-25.0;41.0;-43.0;41.0;48.0;18.0;-31.0;-47.0;49.0;
-49.0;-45.0;-46.0;-20.0;30.0;-10.0;-36.0;-44.0;-12.0;37.0;-19.0;-45.0;46.0;-14.0;-43.0;-49.0;-4.0;46.0;-8.0;-46.0;
15.0;-11.0;45.0;44.0;-29.0;43.0;23.0;5.0;-3.0;46.0;-14.0;-5.0;-24.0;-6.0;-7.0;-24.0;-6.0;5.0;-35.0;-16.0;
-22.0;17.0;-44.0;-42.0;17.0;-6.0;-33.0;49.0;-22.0;-12.0;25.0;37.0;37.0;-16.0;21.0;-3.0;-30.0;18.0;5.0;7.0;
2.0;8.0;28.0;46.0;49.0;-19.0;9.0;8.0;23.0;-25.0;-38.0;24.0;41.0;13.0;-41.0;21.0;-18.0;11.0;-42.0;32.0;
matriz LU
-50.00;-0.72;-0.24;-0.36;-0.76;0.16;0.70;-0.02;0.46;-0.70;0.54;0.46;-0.82;0.88;-0.04;-0.30;-0.08;-0.64;-0.30;-0.18;
-8.00;-47.76;0.67;-0.88;0.65;1.00;-0.35;-0.62;0.63;0.35;0.81;0.91;0.43;0.69;-1.00;0.78;-0.57;0.25;0.09;0.49;
25.00;60.00;-15.10;-4.50;0.47;1.52;-2.61;-5.23;0.83;1.75;4.58;5.56;0.75;5.85;-6.81;0.56;-1.42;-0.65;-2.71;3.11;
28.00;24.16;-6.43;2.48;21.99;12.15;-14.90;3.64;-8.81;-2.25;-17.45;17.30;4.99;13.83;-10.70;16.16;-5.65;-0.15;-3.33;10.14;
-46.00;-32.12;59.43;264.39;-5846.88;0.57;-0.71;0.12;-0.39;-0.09;-0.75;0.84;0.24;0.68;-0.55;0.74;-0.27;-0.01;-0.18;0.48;
31.00;61.32;-32.54;-55.12;1193.03;-37.05;2.82;0.79;2.29;-1.03;1.00;-1.22;-1.13;-1.02;3.69;0.41;-0.92;0.35;2.73;-1.09;
-15.00;-36.80;38.99;185.53;-4043.52;58.58;-174.68;0.17;0.26;-0.29;-0.22;-0.53;-0.30;-0.47;1.56;0.07;-0.44;0.24;0.76;-0.08;
-10.00;-51.20;-4.18;-47.56;1109.50;27.17;-52.68;-61.18;-0.07;-0.68;-0.83;0.66;-0.50;0.36;0.16;0.17;0.08;-0.46;-0.10;-0.93;
-11.00;-37.92;14.70;11.73;-268.43;3.70;26.67;63.16;47.84;-0.09;0.05;-0.92;1.94;-1.04;-1.35;-0.56;0.17;1.68;-0.40;1.74;
28.00;-2.84;8.62;10.34;-238.17;-54.55;122.43;73.27;107.74;40.07;2.84;0.75;-4.09;0.65;5.37;2.71;0.51;-2.80;3.21;-5.42;
-41.00;-38.52;-26.10;-151.10;3282.81;108.11;-323.28;-84.38;-180.72;-77.01;-42.46;0.49;0.55;2.44;-6.95;-4.30;-0.62;-2.57;-1.71;1.44;
12.00;18.64;-50.58;-172.72;3780.75;54.67;-239.40;-88.93;-129.65;-23.27;-68.48;18.20;5.64;4.81;-26.24;-13.26;-4.34;-1.64;-3.98;15.50;
-23.00;-19.56;53.55;175.32;-3933.26;-9.91;31.65;143.64;-22.57;56.00;-82.09;-129.18;1143.89;0.60;-3.71;-1.93;-0.55;-0.09;-0.71;2.18;
-30.00;-56.60;72.63;295.93;-6486.60;23.54;-79.22;75.22;59.63;57.87;-114.61;-32.99;481.17;72.27;-1.09;-2.30;-0.48;-2.28;-1.78;-1.58;
12.00;54.64;0.36;69.13;-1564.94;-33.61;72.64;-23.58;16.47;-56.39;131.84;46.81;-657.48;1.10;-64.42;-0.78;0.56;-2.90;-2.64;-3.09;
46.00;4.12;27.29;118.91;-2630.48;-3.43;-5.01;74.91;29.53;27.70;-82.37;-62.23;577.36;30.68;-72.17;-50.57;-0.74;6.47;3.87;3.05;
-49.00;-80.28;-4.11;-126.90;2837.66;20.63;13.77;-15.33;8.12;17.25;-83.45;-32.64;302.27;141.31;-283.80;-198.53;66.11;9.03;2.18;-1.16;
15.00;-0.20;48.73;268.40;-5942.64;67.97;-247.71;-12.38;-109.48;33.42;-223.54;0.94;498.11;86.01;146.54;177.26;145.31;-2025.11;0.34;0.08;
-22.00;1.16;-50.06;-274.02;6048.84;-20.64;97.43;55.75;13.46;20.63;31.03;-35.76;252.00;-79.52;30.85;-97.90;-117.15;1669.26;40.38;2.42;
2.00;9.44;22.17;154.76;-3369.25;-36.45;98.92;-15.46;96.58;-24.59;146.61;92.45;-853.05;-128.04;301.87;272.87;-24.67;-735.79;-93.40;41.17;
matriz Inv(A)
-0.0236;-0.0078;0.0244;0.0222;0.0228;0.0206;-0.0204;0.0094;0.0354;0.0006;-0.0018;0.0021;0.0006;0.0083;-0.0337;-0.0343;-0.0181;-0.0216;-0.0326;-0.0178;
0.0385;0.0079;-0.0443;-0.0523;-0.0430;-0.0258;0.0394;0.0002;-0.0879;0.0146;-0.0003;-0.0135;-0.0125;-0.0261;0.0851;0.0762;0.0404;0.0617;0.0854;0.0395;
-0.0646;-0.0227;0.0814;0.0833;0.0727;0.0525;-0.0726;-0.0030;0.1469;-0.0291;0.0053;0.0177;0.0219;0.0531;-0.1435;-0.1363;-0.0787;-0.1127;-0.1506;-0.0693;
0.0035;0.0048;0.0072;0.0033;-0.0034;0.0069;-0.0090;0.0074;0.0207;-0.0055;0.0011;-0.0018;0.0010;0.0066;-0.0192;-0.0225;-0.0213;-0.0112;-0.0265;-0.0072;
-0.0188;-0.0052;0.0076;-0.0001;0.0181;0.0004;0.0089;0.0010;-0.0171;0.0068;0.0000;0.0012;-0.0019;-0.0063;0.0114;0.0109;0.0205;0.0070;0.0271;0.0145;
-0.0148;-0.0087;0.0266;0.0293;0.0201;0.0200;-0.0213;0.0061;0.0548;-0.0142;0.0030;0.0007;0.0051;0.0126;-0.0488;-0.0453;-0.0297;-0.0316;-0.0505;-0.0319;
0.0215;0.0043;-0.0160;-0.0135;-0.0095;-0.0128;0.0166;0.0039;-0.0143;0.0026;-0.0092;-0.0050;-0.0028;-0.0284;0.0201;0.0251;0.0127;0.0303;0.0262;0.0129;
0.0347;0.0155;-0.0474;-0.0480;-0.0441;-0.0335;0.0462;-0.0037;-0.0954;0.0160;-0.0042;-0.0059;-0.0061;-0.0246;0.0904;0.0870;0.0507;0.0680;0.0970;0.0453;
0.0449;0.0137;-0.0570;-0.0656;-0.0565;-0.0430;0.0526;-0.0059;-0.1134;0.0259;-0.0004;-0.0121;-0.0179;-0.0261;0.1096;0.1019;0.0592;0.0803;0.1079;0.0538;
0.0776;0.0209;-0.0894;-0.0816;-0.0756;-0.0581;0.0721;0.0009;-0.1513;0.0338;-0.0109;-0.0175;-0.0209;-0.0528;0.1461;0.1403;0.0786;0.1251;0.1500;0.0675;
-0.0286;-0.0091;0.0254;0.0093;0.0217;0.0145;-0.0124;0.0052;0.0268;-0.0073;0.0026;0.0059;0.0082;0.0110;-0.0312;-0.0293;-0.0141;-0.0269;-0.0238;-0.0090;
-0.0189;-0.0116;0.0372;0.0517;0.0409;0.0292;-0.0391;0.0020;0.1043;-0.0098;-0.0026;0.0043;0.0025;0.0130;-0.0909;-0.0869;-0.0565;-0.0516;-0.0859;-0.0470;
0.0012;-0.0062;0.0346;0.0475;0.0172;0.0341;-0.0483;0.0158;0.1116;-0.0241;-0.0049;-0.0040;0.0100;0.0208;-0.0987;-0.0919;-0.0728;-0.0637;-0.1139;-0.0588;
0.0640;0.0222;-0.0746;-0.0636;-0.0785;-0.0445;0.0516;0.0070;-0.1217;0.0160;-0.0026;-0.0207;-0.0084;-0.0286;0.1177;0.1052;0.0493;0.0833;0.1019;0.0494;
0.0100;0.0054;-0.0076;-0.0064;-0.0111;-0.0053;0.0014;0.0060;-0.0151;0.0039;0.0033;-0.0089;-0.0031;0.0009;0.0136;0.0093;-0.0016;0.0100;0.0112;0.0009;
