matriz A
-30.0;-9.0;25.0;26.0;-10.0;-15.0;-29.0;5.0;-26.0;15.0;-14.0;41.0;3.0;30.0;-17.0;39.0;-28.0;11.0;-1.0;-15.0;
49.0;39.0;-45.0;-35.0;-43.0;-32.0;-42.0;-20.0;-12.0;27.0;-5.0;1.0;37.0;34.0;25.0;-14.0;-38.0;-24.0;4.0;4.0;
49.0;35.0;18.0;-49.0;7.0;25.0;45.0;12.0;12.0;25.0;31.0;-9.0;-10.0;-20.0;4.0;-9.0;21.0;35.0;-14.0;-36.0;
-30.0;32.0;43.0;-29.0;34.0;-11.0;14.0;47.0;-6.0;-4.0;19.0;-45.0;1.0;28.0;20.0;-5.0;30.0;-22.0;36.0;-19.0;
22.0;-41.0;4.0;41.0;35.0;13.0;19.0;-22.0;-18.0;-24.0;6.0;-10.0;-9.0;-44.0;19.0;-37.0;3.0;-36.0;24.0;36.0;
-2.0;8.0;-20.0;-8.0;-47.0;7.0;23.0;17.0;-38.0;-30.0;11.0;-28.0;11.0;-15.0;-6.0;-10.0;-12.0;-9.0;-28.0;6.0;
20.0;11.0;-28.0;10.0;-11.0;14.0;35.0;-29.0;-18.0;-10.0;16.0;-3.0;-34.0;-15.0;-36.0;-22.0;7.0;3.0;44.0;-23.0;
16.0;-48.0;35.0;14.0;-13.0;-38.0;45.0;4.0;37.0;5.0;44.0;-41.0;-17.0;-45.0;6.0;-44.0;-47.0;30.0;-20.0;22.0;
-47.0;-40.0;14.0;22.0;-18.0;39.0;-10.0;44.0;-7.0;45.0;37.0;-17.0;-40.0;-47.0;-13.0;31.0;-3.0;10.0;-6.0;34.0;
-10.0;-44.0;-6.0;-50.0;-46.0;9.0;-12.0;-20.0;-10.0;1.0;-48.0;8.0;-6.0;17.0;32.0;-49.0;13.0;-43.0;-42.0;-12.0;
16.0;-20.0;45.0;28.0;-22.0;40.0;19.0;-48.0;27.0;38.0;36.0;12.0;-26.0;-49.0;-42.0;-11.0;23.0;4.0;-7.0;47.0;
